player,pos_x,age_x,team_id_x,g_x,gs_x,mp_x,fg_per_poss,fga_per_poss,fg_pct_x,fg3_per_poss,fg3a_per_poss,fg3_pct_x,fg2_per_poss,fg2a_per_poss,fg2_pct_x,ft_per_poss,fta_per_poss,ft_pct_x,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,pos_y,age_y,team_id_y,g_y,mp_y,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,bpm-dum,obpm,dbpm,bpm,vorp,pos_x,age_x,team_id_x,g_x,gs_y,mp_per_g,fg_per_g,fga_per_g,fg_pct_y,fg3_per_g,fg3a_per_g,fg3_pct_y,fg2_per_g,fg2a_per_g,fg2_pct_y,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,pos_y,age_y,team_id_y,g_y,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp,votes_first,points_won
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,TOT,54,506,12.6,.519,.009,.152,8.7,17.4,13.1,5.0,1.5,1.8,15.4,25.6,,-0.4,0.7,0.3,.027,,-4.6,-1.7,-6.3,-0.6,PF,26,SAC,51,0,9.3,2.3,4.3,.532,0.0,0.0,.000,2.3,4.3,.537,.532,0.4,0.7,.571,0.7,1.4,2.1,0.3,0.3,0.2,0.8,2.0,5.0,PF,26,TOT,54,0,506,8.4,16.4,.511,0.0,0.1,.000,8.4,16.3,.515,1.4,2.5,.571,2.6,5.5,8.1,0.9,1.1,0.9,3.2,7.4,18.2,0.0,0.0
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,TOT,54,506,12.6,.519,.009,.152,8.7,17.4,13.1,5.0,1.5,1.8,15.4,25.6,,-0.4,0.7,0.3,.027,,-4.6,-1.7,-6.3,-0.6,PF,26,SAC,51,0,9.3,2.3,4.3,.532,0.0,0.0,.000,2.3,4.3,.537,.532,0.4,0.7,.571,0.7,1.4,2.1,0.3,0.3,0.2,0.8,2.0,5.0,PF,26,SAC,51,0,476,8.8,16.6,.532,0.0,0.2,.000,8.8,16.5,.537,1.5,2.6,.571,2.6,5.4,8.0,1.0,1.1,0.9,3.0,7.7,19.2,0.0,0.0
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,TOT,54,506,12.6,.519,.009,.152,8.7,17.4,13.1,5.0,1.5,1.8,15.4,25.6,,-0.4,0.7,0.3,.027,,-4.6,-1.7,-6.3,-0.6,PF,26,SAC,51,0,9.3,2.3,4.3,.532,0.0,0.0,.000,2.3,4.3,.537,.532,0.4,0.7,.571,0.7,1.4,2.1,0.3,0.3,0.2,0.8,2.0,5.0,PF,26,PHI,3,0,30,1.2,13.2,.091,0.0,0.0,,1.2,13.2,.091,0.0,0.0,,3.6,6.0,9.6,0.0,0.0,0.0,6.0,2.4,2.4,0.0,0.0
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,TOT,54,506,12.6,.519,.009,.152,8.7,17.4,13.1,5.0,1.5,1.8,15.4,25.6,,-0.4,0.7,0.3,.027,,-4.6,-1.7,-6.3,-0.6,PF,26,PHI,3,0,10.0,0.3,3.7,.091,0.0,0.0,,0.3,3.7,.091,.091,0.0,0.0,,1.0,1.7,2.7,0.0,0.0,0.0,1.7,0.7,0.7,PF,26,TOT,54,0,506,8.4,16.4,.511,0.0,0.1,.000,8.4,16.3,.515,1.4,2.5,.571,2.6,5.5,8.1,0.9,1.1,0.9,3.2,7.4,18.2,0.0,0.0
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,TOT,54,506,12.6,.519,.009,.152,8.7,17.4,13.1,5.0,1.5,1.8,15.4,25.6,,-0.4,0.7,0.3,.027,,-4.6,-1.7,-6.3,-0.6,PF,26,PHI,3,0,10.0,0.3,3.7,.091,0.0,0.0,,0.3,3.7,.091,.091,0.0,0.0,,1.0,1.7,2.7,0.0,0.0,0.0,1.7,0.7,0.7,PF,26,SAC,51,0,476,8.8,16.6,.532,0.0,0.2,.000,8.8,16.5,.537,1.5,2.6,.571,2.6,5.4,8.0,1.0,1.1,0.9,3.0,7.7,19.2,0.0,0.0
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,TOT,54,506,12.6,.519,.009,.152,8.7,17.4,13.1,5.0,1.5,1.8,15.4,25.6,,-0.4,0.7,0.3,.027,,-4.6,-1.7,-6.3,-0.6,PF,26,PHI,3,0,10.0,0.3,3.7,.091,0.0,0.0,,0.3,3.7,.091,.091,0.0,0.0,,1.0,1.7,2.7,0.0,0.0,0.0,1.7,0.7,0.7,PF,26,PHI,3,0,30,1.2,13.2,.091,0.0,0.0,,1.2,13.2,.091,0.0,0.0,,3.6,6.0,9.6,0.0,0.0,0.0,6.0,2.4,2.4,0.0,0.0
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,SAC,51,476,14.1,.540,.009,.159,8.5,17.3,13.0,5.3,1.6,1.9,14.5,25.7,,-0.1,0.7,0.6,.058,,-3.6,-1.4,-5.0,-0.4,PF,26,TOT,54,0,9.4,2.2,4.3,.511,0.0,0.0,.000,2.2,4.2,.515,.511,0.4,0.6,.571,0.7,1.4,2.1,0.2,0.3,0.2,0.8,1.9,4.7,PF,26,TOT,54,0,506,8.4,16.4,.511,0.0,0.1,.000,8.4,16.3,.515,1.4,2.5,.571,2.6,5.5,8.1,0.9,1.1,0.9,3.2,7.4,18.2,0.0,0.0
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,SAC,51,476,14.1,.540,.009,.159,8.5,17.3,13.0,5.3,1.6,1.9,14.5,25.7,,-0.1,0.7,0.6,.058,,-3.6,-1.4,-5.0,-0.4,PF,26,TOT,54,0,9.4,2.2,4.3,.511,0.0,0.0,.000,2.2,4.2,.515,.511,0.4,0.6,.571,0.7,1.4,2.1,0.2,0.3,0.2,0.8,1.9,4.7,PF,26,SAC,51,0,476,8.8,16.6,.532,0.0,0.2,.000,8.8,16.5,.537,1.5,2.6,.571,2.6,5.4,8.0,1.0,1.1,0.9,3.0,7.7,19.2,0.0,0.0
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,SAC,51,476,14.1,.540,.009,.159,8.5,17.3,13.0,5.3,1.6,1.9,14.5,25.7,,-0.1,0.7,0.6,.058,,-3.6,-1.4,-5.0,-0.4,PF,26,TOT,54,0,9.4,2.2,4.3,.511,0.0,0.0,.000,2.2,4.2,.515,.511,0.4,0.6,.571,0.7,1.4,2.1,0.2,0.3,0.2,0.8,1.9,4.7,PF,26,PHI,3,0,30,1.2,13.2,.091,0.0,0.0,,1.2,13.2,.091,0.0,0.0,,3.6,6.0,9.6,0.0,0.0,0.0,6.0,2.4,2.4,0.0,0.0
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,SAC,51,476,14.1,.540,.009,.159,8.5,17.3,13.0,5.3,1.6,1.9,14.5,25.7,,-0.1,0.7,0.6,.058,,-3.6,-1.4,-5.0,-0.4,PF,26,SAC,51,0,9.3,2.3,4.3,.532,0.0,0.0,.000,2.3,4.3,.537,.532,0.4,0.7,.571,0.7,1.4,2.1,0.3,0.3,0.2,0.8,2.0,5.0,PF,26,TOT,54,0,506,8.4,16.4,.511,0.0,0.1,.000,8.4,16.3,.515,1.4,2.5,.571,2.6,5.5,8.1,0.9,1.1,0.9,3.2,7.4,18.2,0.0,0.0
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,SAC,51,476,14.1,.540,.009,.159,8.5,17.3,13.0,5.3,1.6,1.9,14.5,25.7,,-0.1,0.7,0.6,.058,,-3.6,-1.4,-5.0,-0.4,PF,26,SAC,51,0,9.3,2.3,4.3,.532,0.0,0.0,.000,2.3,4.3,.537,.532,0.4,0.7,.571,0.7,1.4,2.1,0.3,0.3,0.2,0.8,2.0,5.0,PF,26,SAC,51,0,476,8.8,16.6,.532,0.0,0.2,.000,8.8,16.5,.537,1.5,2.6,.571,2.6,5.4,8.0,1.0,1.1,0.9,3.0,7.7,19.2,0.0,0.0
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,SAC,51,476,14.1,.540,.009,.159,8.5,17.3,13.0,5.3,1.6,1.9,14.5,25.7,,-0.1,0.7,0.6,.058,,-3.6,-1.4,-5.0,-0.4,PF,26,SAC,51,0,9.3,2.3,4.3,.532,0.0,0.0,.000,2.3,4.3,.537,.532,0.4,0.7,.571,0.7,1.4,2.1,0.3,0.3,0.2,0.8,2.0,5.0,PF,26,PHI,3,0,30,1.2,13.2,.091,0.0,0.0,,1.2,13.2,.091,0.0,0.0,,3.6,6.0,9.6,0.0,0.0,0.0,6.0,2.4,2.4,0.0,0.0
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,SAC,51,476,14.1,.540,.009,.159,8.5,17.3,13.0,5.3,1.6,1.9,14.5,25.7,,-0.1,0.7,0.6,.058,,-3.6,-1.4,-5.0,-0.4,PF,26,PHI,3,0,10.0,0.3,3.7,.091,0.0,0.0,,0.3,3.7,.091,.091,0.0,0.0,,1.0,1.7,2.7,0.0,0.0,0.0,1.7,0.7,0.7,PF,26,TOT,54,0,506,8.4,16.4,.511,0.0,0.1,.000,8.4,16.3,.515,1.4,2.5,.571,2.6,5.5,8.1,0.9,1.1,0.9,3.2,7.4,18.2,0.0,0.0
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,SAC,51,476,14.1,.540,.009,.159,8.5,17.3,13.0,5.3,1.6,1.9,14.5,25.7,,-0.1,0.7,0.6,.058,,-3.6,-1.4,-5.0,-0.4,PF,26,PHI,3,0,10.0,0.3,3.7,.091,0.0,0.0,,0.3,3.7,.091,.091,0.0,0.0,,1.0,1.7,2.7,0.0,0.0,0.0,1.7,0.7,0.7,PF,26,SAC,51,0,476,8.8,16.6,.532,0.0,0.2,.000,8.8,16.5,.537,1.5,2.6,.571,2.6,5.4,8.0,1.0,1.1,0.9,3.0,7.7,19.2,0.0,0.0
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,SAC,51,476,14.1,.540,.009,.159,8.5,17.3,13.0,5.3,1.6,1.9,14.5,25.7,,-0.1,0.7,0.6,.058,,-3.6,-1.4,-5.0,-0.4,PF,26,PHI,3,0,10.0,0.3,3.7,.091,0.0,0.0,,0.3,3.7,.091,.091,0.0,0.0,,1.0,1.7,2.7,0.0,0.0,0.0,1.7,0.7,0.7,PF,26,PHI,3,0,30,1.2,13.2,.091,0.0,0.0,,1.2,13.2,.091,0.0,0.0,,3.6,6.0,9.6,0.0,0.0,0.0,6.0,2.4,2.4,0.0,0.0
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,PHI,3,30,-12.5,.091,.000,.000,11.6,19.6,15.5,0.0,0.0,0.0,31.3,23.8,,-0.3,0.0,-0.3,-0.466,,-21.1,-6.9,-28.0,-0.2,PF,26,TOT,54,0,9.4,2.2,4.3,.511,0.0,0.0,.000,2.2,4.2,.515,.511,0.4,0.6,.571,0.7,1.4,2.1,0.2,0.3,0.2,0.8,1.9,4.7,PF,26,TOT,54,0,506,8.4,16.4,.511,0.0,0.1,.000,8.4,16.3,.515,1.4,2.5,.571,2.6,5.5,8.1,0.9,1.1,0.9,3.2,7.4,18.2,0.0,0.0
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,PHI,3,30,-12.5,.091,.000,.000,11.6,19.6,15.5,0.0,0.0,0.0,31.3,23.8,,-0.3,0.0,-0.3,-0.466,,-21.1,-6.9,-28.0,-0.2,PF,26,TOT,54,0,9.4,2.2,4.3,.511,0.0,0.0,.000,2.2,4.2,.515,.511,0.4,0.6,.571,0.7,1.4,2.1,0.2,0.3,0.2,0.8,1.9,4.7,PF,26,SAC,51,0,476,8.8,16.6,.532,0.0,0.2,.000,8.8,16.5,.537,1.5,2.6,.571,2.6,5.4,8.0,1.0,1.1,0.9,3.0,7.7,19.2,0.0,0.0
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,PHI,3,30,-12.5,.091,.000,.000,11.6,19.6,15.5,0.0,0.0,0.0,31.3,23.8,,-0.3,0.0,-0.3,-0.466,,-21.1,-6.9,-28.0,-0.2,PF,26,TOT,54,0,9.4,2.2,4.3,.511,0.0,0.0,.000,2.2,4.2,.515,.511,0.4,0.6,.571,0.7,1.4,2.1,0.2,0.3,0.2,0.8,1.9,4.7,PF,26,PHI,3,0,30,1.2,13.2,.091,0.0,0.0,,1.2,13.2,.091,0.0,0.0,,3.6,6.0,9.6,0.0,0.0,0.0,6.0,2.4,2.4,0.0,0.0
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,PHI,3,30,-12.5,.091,.000,.000,11.6,19.6,15.5,0.0,0.0,0.0,31.3,23.8,,-0.3,0.0,-0.3,-0.466,,-21.1,-6.9,-28.0,-0.2,PF,26,SAC,51,0,9.3,2.3,4.3,.532,0.0,0.0,.000,2.3,4.3,.537,.532,0.4,0.7,.571,0.7,1.4,2.1,0.3,0.3,0.2,0.8,2.0,5.0,PF,26,TOT,54,0,506,8.4,16.4,.511,0.0,0.1,.000,8.4,16.3,.515,1.4,2.5,.571,2.6,5.5,8.1,0.9,1.1,0.9,3.2,7.4,18.2,0.0,0.0
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,PHI,3,30,-12.5,.091,.000,.000,11.6,19.6,15.5,0.0,0.0,0.0,31.3,23.8,,-0.3,0.0,-0.3,-0.466,,-21.1,-6.9,-28.0,-0.2,PF,26,SAC,51,0,9.3,2.3,4.3,.532,0.0,0.0,.000,2.3,4.3,.537,.532,0.4,0.7,.571,0.7,1.4,2.1,0.3,0.3,0.2,0.8,2.0,5.0,PF,26,SAC,51,0,476,8.8,16.6,.532,0.0,0.2,.000,8.8,16.5,.537,1.5,2.6,.571,2.6,5.4,8.0,1.0,1.1,0.9,3.0,7.7,19.2,0.0,0.0
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,PHI,3,30,-12.5,.091,.000,.000,11.6,19.6,15.5,0.0,0.0,0.0,31.3,23.8,,-0.3,0.0,-0.3,-0.466,,-21.1,-6.9,-28.0,-0.2,PF,26,SAC,51,0,9.3,2.3,4.3,.532,0.0,0.0,.000,2.3,4.3,.537,.532,0.4,0.7,.571,0.7,1.4,2.1,0.3,0.3,0.2,0.8,2.0,5.0,PF,26,PHI,3,0,30,1.2,13.2,.091,0.0,0.0,,1.2,13.2,.091,0.0,0.0,,3.6,6.0,9.6,0.0,0.0,0.0,6.0,2.4,2.4,0.0,0.0
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,PHI,3,30,-12.5,.091,.000,.000,11.6,19.6,15.5,0.0,0.0,0.0,31.3,23.8,,-0.3,0.0,-0.3,-0.466,,-21.1,-6.9,-28.0,-0.2,PF,26,PHI,3,0,10.0,0.3,3.7,.091,0.0,0.0,,0.3,3.7,.091,.091,0.0,0.0,,1.0,1.7,2.7,0.0,0.0,0.0,1.7,0.7,0.7,PF,26,TOT,54,0,506,8.4,16.4,.511,0.0,0.1,.000,8.4,16.3,.515,1.4,2.5,.571,2.6,5.5,8.1,0.9,1.1,0.9,3.2,7.4,18.2,0.0,0.0
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,PHI,3,30,-12.5,.091,.000,.000,11.6,19.6,15.5,0.0,0.0,0.0,31.3,23.8,,-0.3,0.0,-0.3,-0.466,,-21.1,-6.9,-28.0,-0.2,PF,26,PHI,3,0,10.0,0.3,3.7,.091,0.0,0.0,,0.3,3.7,.091,.091,0.0,0.0,,1.0,1.7,2.7,0.0,0.0,0.0,1.7,0.7,0.7,PF,26,SAC,51,0,476,8.8,16.6,.532,0.0,0.2,.000,8.8,16.5,.537,1.5,2.6,.571,2.6,5.4,8.0,1.0,1.1,0.9,3.0,7.7,19.2,0.0,0.0
Alaa Abdelnaby,PF,26,SAC,51,0,476,12.8,24.0,.532,0.0,0.2,.000,12.8,23.8,.537,2.2,3.8,.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,,98,105,PF,26,PHI,3,30,-12.5,.091,.000,.000,11.6,19.6,15.5,0.0,0.0,0.0,31.3,23.8,,-0.3,0.0,-0.3,-0.466,,-21.1,-6.9,-28.0,-0.2,PF,26,PHI,3,0,10.0,0.3,3.7,.091,0.0,0.0,,0.3,3.7,.091,.091,0.0,0.0,,1.0,1.7,2.7,0.0,0.0,0.0,1.7,0.7,0.7,PF,26,PHI,3,0,30,1.2,13.2,.091,0.0,0.0,,1.2,13.2,.091,0.0,0.0,,3.6,6.0,9.6,0.0,0.0,0.0,6.0,2.4,2.4,0.0,0.0
Alaa Abdelnaby,PF,26,PHI,3,0,30,1.8,19.3,.091,0.0,0.0,,1.8,19.3,.091,0.0,0.0,,5.3,8.8,14.1,0.0,0.0,0.0,8.8,3.5,3.5,,26,113,PF,26,TOT,54,506,12.6,.519,.009,.152,8.7,17.4,13.1,5.0,1.5,1.8,15.4,25.6,,-0.4,0.7,0.3,.027,,-4.6,-1.7,-6.3,-0.6,PF,26,TOT,54,0,9.4,2.2,4.3,.511,0.0,0.0,.000,2.2,4.2,.515,.511,0.4,0.6,.571,0.7,1.4,2.1,0.2,0.3,0.2,0.8,1.9,4.7,PF,26,TOT,54,0,506,8.4,16.4,.511,0.0,0.1,.000,8.4,16.3,.515,1.4,2.5,.571,2.6,5.5,8.1,0.9,1.1,0.9,3.2,7.4,18.2,0.0,0.0
Alaa Abdelnaby,PF,26,PHI,3,0,30,1.8,19.3,.091,0.0,0.0,,1.8,19.3,.091,0.0,0.0,,5.3,8.8,14.1,0.0,0.0,0.0,8.8,3.5,3.5,,26,113,PF,26,TOT,54,506,12.6,.519,.009,.152,8.7,17.4,13.1,5.0,1.5,1.8,15.4,25.6,,-0.4,0.7,0.3,.027,,-4.6,-1.7,-6.3,-0.6,PF,26,TOT,54,0,9.4,2.2,4.3,.511,0.0,0.0,.000,2.2,4.2,.515,.511,0.4,0.6,.571,0.7,1.4,2.1,0.2,0.3,0.2,0.8,1.9,4.7,PF,26,SAC,51,0,476,8.8,16.6,.532,0.0,0.2,.000,8.8,16.5,.537,1.5,2.6,.571,2.6,5.4,8.0,1.0,1.1,0.9,3.0,7.7,19.2,0.0,0.0
Alaa Abdelnaby,PF,26,PHI,3,0,30,1.8,19.3,.091,0.0,0.0,,1.8,19.3,.091,0.0,0.0,,5.3,8.8,14.1,0.0,0.0,0.0,8.8,3.5,3.5,,26,113,PF,26,TOT,54,506,12.6,.519,.009,.152,8.7,17.4,13.1,5.0,1.5,1.8,15.4,25.6,,-0.4,0.7,0.3,.027,,-4.6,-1.7,-6.3,-0.6,PF,26,TOT,54,0,9.4,2.2,4.3,.511,0.0,0.0,.000,2.2,4.2,.515,.511,0.4,0.6,.571,0.7,1.4,2.1,0.2,0.3,0.2,0.8,1.9,4.7,PF,26,PHI,3,0,30,1.2,13.2,.091,0.0,0.0,,1.2,13.2,.091,0.0,0.0,,3.6,6.0,9.6,0.0,0.0,0.0,6.0,2.4,2.4,0.0,0.0
Alaa Abdelnaby,PF,26,PHI,3,0,30,1.8,19.3,.091,0.0,0.0,,1.8,19.3,.091,0.0,0.0,,5.3,8.8,14.1,0.0,0.0,0.0,8.8,3.5,3.5,,26,113,PF,26,TOT,54,506,12.6,.519,.009,.152,8.7,17.4,13.1,5.0,1.5,1.8,15.4,25.6,,-0.4,0.7,0.3,.027,,-4.6,-1.7,-6.3,-0.6,PF,26,SAC,51,0,9.3,2.3,4.3,.532,0.0,0.0,.000,2.3,4.3,.537,.532,0.4,0.7,.571,0.7,1.4,2.1,0.3,0.3,0.2,0.8,2.0,5.0,PF,26,TOT,54,0,506,8.4,16.4,.511,0.0,0.1,.000,8.4,16.3,.515,1.4,2.5,.571,2.6,5.5,8.1,0.9,1.1,0.9,3.2,7.4,18.2,0.0,0.0
Alaa Abdelnaby,PF,26,PHI,3,0,30,1.8,19.3,.091,0.0,0.0,,1.8,19.3,.091,0.0,0.0,,5.3,8.8,14.1,0.0,0.0,0.0,8.8,3.5,3.5,,26,113,PF,26,TOT,54,506,12.6,.519,.009,.152,8.7,17.4,13.1,5.0,1.5,1.8,15.4,25.6,,-0.4,0.7,0.3,.027,,-4.6,-1.7,-6.3,-0.6,PF,26,SAC,51,0,9.3,2.3,4.3,.532,0.0,0.0,.000,2.3,4.3,.537,.532,0.4,0.7,.571,0.7,1.4,2.1,0.3,0.3,0.2,0.8,2.0,5.0,PF,26,SAC,51,0,476,8.8,16.6,.532,0.0,0.2,.000,8.8,16.5,.537,1.5,2.6,.571,2.6,5.4,8.0,1.0,1.1,0.9,3.0,7.7,19.2,0.0,0.0
Alaa Abdelnaby,PF,26,PHI,3,0,30,1.8,19.3,.091,0.0,0.0,,1.8,19.3,.091,0.0,0.0,,5.3,8.8,14.1,0.0,0.0,0.0,8.8,3.5,3.5,,26,113,PF,26,TOT,54,506,12.6,.519,.009,.152,8.7,17.4,13.1,5.0,1.5,1.8,15.4,25.6,,-0.4,0.7,0.3,.027,,-4.6,-1.7,-6.3,-0.6,PF,26,SAC,51,0,9.3,2.3,4.3,.532,0.0,0.0,.000,2.3,4.3,.537,.532,0.4,0.7,.571,0.7,1.4,2.1,0.3,0.3,0.2,0.8,2.0,5.0,PF,26,PHI,3,0,30,1.2,13.2,.091,0.0,0.0,,1.2,13.2,.091,0.0,0.0,,3.6,6.0,9.6,0.0,0.0,0.0,6.0,2.4,2.4,0.0,0.0
Alaa Abdelnaby,PF,26,PHI,3,0,30,1.8,19.3,.091,0.0,0.0,,1.8,19.3,.091,0.0,0.0,,5.3,8.8,14.1,0.0,0.0,0.0,8.8,3.5,3.5,,26,113,PF,26,TOT,54,506,12.6,.519,.009,.152,8.7,17.4,13.1,5.0,1.5,1.8,15.4,25.6,,-0.4,0.7,0.3,.027,,-4.6,-1.7,-6.3,-0.6,PF,26,PHI,3,0,10.0,0.3,3.7,.091,0.0,0.0,,0.3,3.7,.091,.091,0.0,0.0,,1.0,1.7,2.7,0.0,0.0,0.0,1.7,0.7,0.7,PF,26,TOT,54,0,506,8.4,16.4,.511,0.0,0.1,.000,8.4,16.3,.515,1.4,2.5,.571,2.6,5.5,8.1,0.9,1.1,0.9,3.2,7.4,18.2,0.0,0.0
Alaa Abdelnaby,PF,26,PHI,3,0,30,1.8,19.3,.091,0.0,0.0,,1.8,19.3,.091,0.0,0.0,,5.3,8.8,14.1,0.0,0.0,0.0,8.8,3.5,3.5,,26,113,PF,26,TOT,54,506,12.6,.519,.009,.152,8.7,17.4,13.1,5.0,1.5,1.8,15.4,25.6,,-0.4,0.7,0.3,.027,,-4.6,-1.7,-6.3,-0.6,PF,26,PHI,3,0,10.0,0.3,3.7,.091,0.0,0.0,,0.3,3.7,.091,.091,0.0,0.0,,1.0,1.7,2.7,0.0,0.0,0.0,1.7,0.7,0.7,PF,26,SAC,51,0,476,8.8,16.6,.532,0.0,0.2,.000,8.8,16.5,.537,1.5,2.6,.571,2.6,5.4,8.0,1.0,1.1,0.9,3.0,7.7,19.2,0.0,0.0
